,Name,Base_price,Body_style,Seats,Base_Engine,Base_Power,Mileage,Drive,Towing,Min_cargo_L,Front_headroom,Front_legroom,Rear_legroom,Rear_shoulder,Fuel_capacity,Batt,Range
370,2021 Rolls-Royce Ghost,508361,2,5,1,563.0,16.7,3,0.0,490.0,40.6,41.7,42.3,55.8,83.0,0.0,498.0
371,2021 Rolls-Royce Phantom,562790,2,5,1,563.0,16.3,3,0.0,548.0,40.2,40.5,37.3,56.3,100.0,0.0,613.0
372,2021 Rolls-Royce Wraith,459784,3,4,1,624.0,16.6,3,0.0,470.0,39.4,41.5,36.9,54.7,83.0,0.0,500.0
373,2022 Subaru Crosstrek,23995,1,5,1,152.0,9.4,1,1500.0,590.0,39.8,43.1,36.5,55.6,63.0,0.0,669.0
374,2022 Subaru Forester,29495,1,5,1,182.0,8.2,1,1500.0,881.0,41.2,43.3,39.4,57.2,63.0,0.0,769.0
375,2022 Subaru Outback,31195,8,5,1,182.0,8.2,1,0.0,920.0,40.1,42.8,39.5,57.4,70.0,0.0,859.0
376,2022 Subaru Ascent,37295,1,8,1,260.0,10.5,1,2000.0,504.0,41.3,42.2,38.5,60.4,73.0,0.0,696.0
377,2022 Subaru BRZ,29495,3,4,1,228.0,10.5,3,0.0,196.0,37.0,41.5,29.9,51.7,50.0,0.0,476.0
378,2022 Subaru Impreza,21995,4,5,1,152.0,9.0,1,0.0,588.0,39.8,43.1,36.5,55.6,50.0,0.0,556.0
379,2022 Subaru Legacy,26795,2,5,1,182.0,7.9,1,0.0,428.0,39.4,42.8,39.5,57.4,70.0,0.0,891.0
380,2021 Subaru WRX,29995,2,5,1,268.0,10.0,1,0.0,340.0,39.8,43.3,35.4,54.0,60.0,0.0,598.0
381,2021 Subaru WRX STI,40395,2,5,1,310.0,12.7,1,0.0,340.0,39.8,43.3,35.4,54.0,60.0,0.0,473.0
382,2022 Tesla Model 3,58610,2,5,3,283.0,1.7,3,0.0,425.0,39.6,42.7,35.2,54.0,0.0,54.0,423.0
383,2022 Tesla Model Y,75610,1,5,3,480.0,1.9,1,3501.0,1926.0,41.0,42.7,35.2,52.0,0.0,75.0,525.0
384,2022 Tesla Model S,113600,4,5,3,671.0,11.75257731958760,1,0.0,895.0,38.8,42.7,35.4,55.0,0.0,100.0,652.0
385,2022 Tesla Model X,123600,1,5,3,671.0,11.75257731958760,1,0.0,2180.0,41.7,41.2,38.4,56.8,0.0,100.0,580.0
386,2022 Toyota RAV4,28850,1,5,1,203.0,7.7,2,1500.0,1059.0,39.0,40.9,37.8,56.4,55.0,0.0,714.0
387,2022 Toyota Corolla,19450,2,5,1,139.0,7.1,2,0.0,371.0,38.3,42.3,34.8,51.7,50.0,0.0,704.0
388,2022 Toyota Highlander,44750,1,8,1,295.0,10.3,1,5000.0,453.0,41.2,42.0,41.0,58.7,68.0,0.0,660.0
389,2022 Toyota Tacoma,40350,5,5,1,278.0,11.8,4,6400.0,0.0,39.7,42.9,32.6,58.9,79.0,0.0,669.0
390,2022 Toyota Camry,27750,2,5,1,203.0,7.4,2,0.0,428.0,38.3,42.1,38.0,55.7,61.0,0.0,824.0
391,2022 Toyota Sienna,41050,6,8,2,245.0,6.5,2,3500.0,949.0,40.1,40.3,40.0,62.7,68.0,1.9,1048.0
392,2022 Toyota C-HR,24150,4,5,1,144.0,8.2,2,0.0,547.0,38.1,43.5,31.7,52.5,50.0,0.0,613.0
393,2022 Toyota 4Runner,50570,1,7,1,270.0,13.8,4,5000.0,255.0,38.5,41.6,32.9,57.7,87.0,0.0,630.0
394,2022 Toyota Tundra,44990,5,5,1,348.0,11.8,3,12000.0,0.0,41.0,41.2,41.6,63.4,85.0,0.0,720.0
395,2022 Toyota Venza,38890,1,5,2,219.0,6.1,1,1000.0,816.0,38.6,40.9,37.8,56.9,55.0,0.9,900.0
396,2021 Toyota Avalon,43350,2,5,1,301.0,9.5,2,0.0,456.0,37.4,42.1,40.3,57.1,60.0,0.0,630.0
397,2022 Toyota Camry Hybrid,31290,2,5,2,208.0,4.9,2,0.0,428.0,38.3,42.1,38.0,55.7,49.0,1.6,1000.0
398,2022 Toyota Corolla Cross,24890,1,5,1,169.0,7.3,2,1100.0,0.0,39.89795396419440,41.87605263157890,32.76197916666670,50.65138539042820,47.0,0.0,644.0
399,2022 Toyota Corolla Hatchback,21450,4,5,1,169.0,7.6,2,0.0,660.0,38.4,42.0,29.9,45.5,50.0,0.0,654.0
400,2022 Toyota Corolla Hybrid,25250,2,5,2,121.0,4.5,2,0.0,371.0,38.3,42.0,34.8,51.7,42.0,1.3,933.0
401,2022 Toyota GR 86,31490,3,4,1,228.0,11.2,3,0.0,177.0,37.2,41.9,29.9,51.7,50.0,0.0,446.0
402,2022 Toyota GR Supra,57170,3,2,1,255.0,8.5,3,0.0,290.0,38.3,42.2,0.0,0.0,53.0,0.0,627.0
403,2022 Toyota Highlander Hybrid,46750,1,8,2,243.0,6.7,1,3501.0,453.0,41.2,42.0,41.0,58.7,64.0,1.9,955.0
404,2022 Toyota Prius,29350,4,5,2,120.0,4.4,2,0.0,697.0,39.4,43.2,33.4,53.0,42.0,1.3,955.0
405,2022 Toyota Prius Prime,33750,4,5,2,120.0,4.3,2,0.0,561.0,38.6,42.5,36.0,53.1,42.0,8.8,977.0
406,2022 Toyota RAV4 Hybrid,33190,1,5,2,219.0,6.0,1,1750.0,1059.0,39.0,40.9,37.8,56.4,55.0,1.6,917.0
407,2022 Toyota RAV4 Prime,44990,1,5,2,302.0,2.5,1,2500.0,949.0,39.0,40.9,37.8,56.4,55.0,18.1,911.0
408,2022 Toyota Sequoia,70850,1,8,1,381.0,16.4,4,7100.0,535.0,38.3,42.5,38.7,65.5,98.0,0.0,596.0
409,2022 Toyota Tundra Hybrid,66390,5,5,2,473.0,11.75257731958760,4,11200.0,0.0,41.0,41.2,41.6,62.4,122.0,1.8,642.4584382871540
410,2022 Volkswagen Tiguan,33395,1,5,1,184.0,9.4,1,1500.0,1064.0,39.6,40.2,38.7,55.8,60.0,0.0,636.0
411,2022 Volkswagen Atlas,40595,1,7,1,235.0,11.7,1,2000.0,583.0,41.3,41.7,37.6,60.8,74.0,0.0,631.0
412,2022 Volkswagen Jetta,22595,2,5,1,158.0,6.8,2,0.0,399.0,38.5,41.1,37.4,54.0,50.0,0.0,735.0
413,2021 Volkswagen Golf,22995,4,5,1,147.0,7.4,2,0.0,578.0,38.4,41.2,35.6,53.9,50.0,0.0,676.0
414,2021 Volkswagen Arteon,52995,4,5,1,147.0,9.9,1,0.0,770.0,37.7,41.2,40.2,54.7,66.0,0.0,670.0
415,2022 Volkswagen Atlas Cross Sport,39495,1,5,1,235.0,11.7,1,2000.0,1141.0,39.6,41.7,40.4,60.6,74.0,0.0,632.0
416,2022 Volkswagen Golf GTI,31495,4,5,1,241.0,9.1,2,0.0,564.0,38.4,41.2,35.6,53.9,50.0,0.0,549.0
417,2022 Volkswagen Golf R,45995,4,5,1,315.0,9.9,1,0.0,564.0,38.5,41.2,35.0,57.7,55.0,0.0,556.0
418,2021 Volkswagen ID.4,44995,1,5,3,201.0,2.4,3,2200.0,858.0,40.6,41.1,37.6,55.9,0.0,82.0,400.0
419,2021 Volkswagen Passat,31995,2,5,1,174.0,8.7,2,0.0,450.0,38.3,42.5,39.1,57.1,70.0,0.0,803.0
420,2022 Volkswagen Taos,26695,1,5,1,158.0,7.6,2,1000.0,790.0,40.7,40.1,37.9,55.2,50.0,0.0,658.0
421,2022 Volvo C40,72600,1,5,3,402.0,3.0,1,4000.0,489.0,41.0,40.9,36.1,56.3,0.0,78.0,208.0
422,2022 Volvo S60,45550,2,5,2,247.0,8.0,2,0.0,392.0,34.7,42.3,35.2,54.5,60.0,0.4,752.0
423,2022 Volvo S90,70100,2,5,2,308.0,9.1,1,0.0,436.0,37.8,42.2,40.4,55.4,60.0,0.4,659.0
424,2022 Volvo V60,51250,8,5,1,316.0,9.4,1,0.0,519.0,39.1,42.3,35.2,54.5,60.0,0.0,638.0
425,2022 Volvo V60 Cross Country,51250,8,5,1,250.0,9.4,1,0.0,519.0,37.4,42.3,35.2,54.5,60.0,0.0,638.0
426,2022 Volvo V90 Cross Country,65950,8,5,2,295.0,9.5,1,0.0,913.0,40.4,42.2,35.9,55.9,60.0,0.4,632.0
427,2022 Volvo XC40,39950,1,5,1,187.0,9.3,1,3500.0,586.0,40.6,40.9,36.1,56.3,54.0,0.0,581.0
428,2022 Volvo XC60,50750,1,5,2,247.0,9.4,1,3500.0,613.0,38.0,41.5,38.0,56.3,71.0,0.4,757.0
429,2022 Volvo XC90,65200,1,7,1,250.0,10.1,1,5000.0,554.0,38.9,40.9,37.0,56.5,71.0,0.0,703.0
